# Gene expression in TPM - median across runs per condition for study SRP063061
	48h	5 days	Upon arrival	Upon dissection
WBGene00221575	42.2	29.7	16.4	25.1
WBGene00221576	21.0	25.6	26.5	22.5
WBGene00221577	0.0	0.0	0.0	0.0
WBGene00221581	0.0	0.0	0.0	0.0
WBGene00221582	3.0	0.0	17.6	10.0
WBGene00221585	39.8	51.2	53.9	35.4
WBGene00221586	0.0	0.0	0.0	0.0
WBGene00221587	8.6	2.4	6.5	6.5
WBGene00221595	0.0	0.0	0.2	0.0
WBGene00221596	9.8	4.2	11.7	8.3
WBGene00221597	3.4	3.1	8.7	8.7
WBGene00221598	3.7	18.6	25.7	13.1
WBGene00221600	76.1	81.5	88.1	71.1
WBGene00221601	105.7	73.6	94.1	137.4
WBGene00221602	0.0	0.0	0.0	0.0
WBGene00221603	83.5	49.3	78.4	107.6
WBGene00221606	0.8	1.6	0.0	1.5
WBGene00221607	1.5	0.9	1.4	0.9
WBGene00221609	2.5	1.4	1.2	0.8
WBGene00221610	0.0	0.0	0.0	0.0
WBGene00221615	0.7	1.4	0.6	1.0
WBGene00221620	0.0	0.0	0.0	0.0
WBGene00221623	1.6	3.4	5.0	8.2
WBGene00221624	0.0	0.0	0.0	0.0
WBGene00221626	0.0	0.0	0.0	0.0
WBGene00221627	6.4	0.0	6.1	4.9
WBGene00221628	6.5	3.0	1.6	6.6
WBGene00221629	5.9	10.6	12.6	11.6
WBGene00221631	62.5	68.1	62.0	35.3
WBGene00221639	0.0	0.0	0.0	0.0
WBGene00221640	1.7	1.1	3.4	5.1
WBGene00221641	0.0	0.0	0.0	0.0
WBGene00221643	17.1	52.0	14.7	7.0
WBGene00221644	1.5	0.0	5.4	0.0
WBGene00221645	1.4	0.0	0.6	0.0
WBGene00221646	4.7	4.7	2.2	0.7
WBGene00221647	14.2	12.9	10.0	6.1
WBGene00221648	7.9	9.3	2.4	11.1
WBGene00221649	3.9	6.4	3.5	10.5
WBGene00221650	0.0	0.0	0.0	0.0
WBGene00221652	85.6	69.2	115.4	112.5
WBGene00221654	0.0	0.0	0.0	0.0
WBGene00221656	0.3	0.0	0.0	0.0
WBGene00221657	4.7	0.0	2.3	1.1
WBGene00221658	0.0	0.0	1.1	0.0
WBGene00221659	0.0	0.0	0.0	0.0
WBGene00221665	50.6	44.0	58.1	59.1
WBGene00221666	1.7	1.7	1.1	2.8
WBGene00221667	0.0	0.0	0.0	0.0
WBGene00221669	0.0	4.0	5.9	0.0
WBGene00221673	0.0	2.2	1.7	3.1
WBGene00221674	0.0	0.0	0.0	0.0
WBGene00221676	294.4	343.3	187.6	237.5
WBGene00221677	9.3	8.6	7.1	7.3
WBGene00221678	16.7	12.8	19.6	28.6
WBGene00221684	11.4	5.3	6.8	7.4
WBGene00221686	2.8	5.4	2.5	3.0
WBGene00221688	125.0	132.2	123.9	116.9
WBGene00221693	0.0	0.0	0.0	0.0
WBGene00221697	0.0	0.0	0.0	0.0
WBGene00221698	244.7	223.1	215.9	168.3
WBGene00221699	5.3	6.3	4.5	1.5
WBGene00221700	4.7	7.2	3.9	2.2
WBGene00221701	4.0	3.0	2.3	0.0
WBGene00221702	36.5	29.3	19.7	21.0
WBGene00221705	4.0	3.7	2.8	1.2
WBGene00221706	26.3	19.3	14.3	27.7
WBGene00221707	3.1	3.0	0.3	1.4
WBGene00221708	0.0	0.0	0.0	0.0
WBGene00221713	0.0	0.0	0.0	0.0
WBGene00221715	0.0	0.2	0.0	0.2
WBGene00221718	44.5	28.5	46.1	32.3
WBGene00221720	2.2	1.6	4.0	0.9
WBGene00221722	0.0	0.0	0.0	0.0
WBGene00221723	1808.0	2005.3	1969.0	1630.1
WBGene00221725	3.0	0.0	1.3	0.0
WBGene00221726	1.1	1.5	1.5	1.0
WBGene00221727	2.3	0.0	0.0	0.0
WBGene00221728	137.7	115.0	119.6	91.8
WBGene00221729	0.0	0.0	0.0	0.0
WBGene00221730	5.0	8.9	10.6	3.3
WBGene00221731	0.0	0.0	1.7	0.8
WBGene00221732	0.0	0.0	0.0	0.0
WBGene00221733	0.0	0.0	0.0	0.0
WBGene00221734	71.0	81.8	34.8	76.3
WBGene00221741	8.1	8.6	3.2	9.5
WBGene00221746	0.0	0.0	1.1	0.0
WBGene00221747	2.6	3.8	1.7	1.4
WBGene00221748	7.6	2.7	2.5	6.3
WBGene00221749	47.0	52.5	27.8	39.9
WBGene00221753	46.7	21.9	38.8	52.7
WBGene00221756	0.0	0.0	0.0	0.0
WBGene00221757	24.1	22.9	28.6	10.8
WBGene00221763	2.7	4.7	3.3	6.5
WBGene00221767	2.4	1.5	0.4	2.4
WBGene00221768	209.1	190.5	166.7	138.0
WBGene00221769	251.8	219.7	228.2	181.1
WBGene00221770	606.4	558.0	615.4	493.9
WBGene00221775	0.0	5.9	0.0	3.3
WBGene00221777	31.6	39.6	27.8	45.9
WBGene00221779	11.8	21.4	7.9	8.8
WBGene00221780	0.0	0.0	0.0	0.0
WBGene00221783	150.3	157.4	97.1	57.6
WBGene00221784	1.0	2.4	2.3	4.9
WBGene00221790	2.0	0.7	3.3	2.6
WBGene00221791	0.0	0.0	0.0	0.0
WBGene00221792	0.0	0.0	0.0	0.0
WBGene00221793	0.0	0.0	11.9	0.0
WBGene00221795	1.8	0.0	3.5	1.2
WBGene00221796	4.7	3.0	2.5	3.6
WBGene00221798	34.2	20.1	27.4	33.8
WBGene00221802	5.5	3.4	3.2	6.4
WBGene00221804	33.3	36.0	39.5	43.5
WBGene00221805	8.5	6.7	9.0	10.3
WBGene00221808	0.0	0.0	0.0	0.0
WBGene00221809	2.0	2.3	1.4	1.2
WBGene00221810	14.1	13.1	7.6	12.5
WBGene00221812	0.0	0.0	0.0	0.0
WBGene00221813	0.0	0.0	0.0	0.0
WBGene00221814	0.0	0.0	1.0	0.0
WBGene00221817	0.0	0.0	0.0	0.0
WBGene00221820	14.4	18.8	15.3	16.9
WBGene00221821	0.0	0.2	0.3	0.5
WBGene00221822	0.0	0.0	0.0	0.0
WBGene00221823	0.5	0.0	0.0	0.0
WBGene00221824	28.5	31.4	22.8	34.4
WBGene00221829	3.9	1.7	3.5	5.2
WBGene00221830	0.4	0.3	0.0	0.0
WBGene00221835	0.0	0.0	0.0	0.0
WBGene00221836	64.5	68.6	61.1	71.4
WBGene00221838	0.0	0.0	0.0	0.0
WBGene00221839	33.9	28.0	18.1	8.2
WBGene00221840	25.6	19.7	11.1	19.8
WBGene00221841	7.0	3.5	2.1	7.3
WBGene00221842	0.0	0.0	0.0	0.0
WBGene00221848	53.3	52.6	30.3	40.4
WBGene00221849	4.0	3.9	4.3	4.9
WBGene00221850	32.4	23.9	30.3	34.6
WBGene00221851	5.4	4.9	2.1	5.9
WBGene00221852	2.5	6.4	7.7	2.7
WBGene00221853	3.8	3.3	4.2	8.1
WBGene00221854	7.9	5.3	6.6	9.5
WBGene00221857	47.0	23.4	41.3	50.0
WBGene00221859	13.4	4.6	8.4	10.6
WBGene00221860	1.0	1.2	0.7	1.0
WBGene00221864	5.6	6.6	6.2	2.1
WBGene00221865	0.0	0.0	0.0	0.0
WBGene00221866	0.0	0.0	0.0	0.0
WBGene00221870	7.8	8.7	2.5	3.3
WBGene00221872	0.0	0.0	0.0	0.0
WBGene00221883	37.0	30.3	34.6	44.2
WBGene00221885	1.3	2.6	0.8	3.8
WBGene00221889	1.8	3.1	5.0	5.3
WBGene00221890	77.0	85.0	115.1	109.9
WBGene00221892	7.7	8.2	19.8	0.0
WBGene00221896	2.2	0.0	0.0	0.0
WBGene00221899	0.0	0.0	0.0	0.0
WBGene00221900	1.7	2.0	0.6	2.2
WBGene00221901	0.0	0.0	0.0	0.0
WBGene00221904	39.9	27.3	25.8	19.6
WBGene00221906	0.0	0.0	0.0	0.0
WBGene00221907	0.0	0.0	0.0	0.0
WBGene00221908	0.0	0.0	0.0	0.0
WBGene00221915	0.0	0.0	0.0	0.0
WBGene00221916	0.0	0.0	0.0	0.0
WBGene00221917	28.7	21.5	17.6	26.1
WBGene00221919	0.0	0.0	1.4	1.4
WBGene00221920	5.3	3.5	4.6	6.3
WBGene00221922	0.0	0.0	0.0	0.0
WBGene00221923	0.0	0.0	0.0	0.0
WBGene00221927	1.8	1.3	1.6	1.7
WBGene00221928	87.3	74.9	91.0	114.7
WBGene00221929	23.1	22.0	32.2	24.5
WBGene00221931	2.7	1.9	1.5	2.1
WBGene00221932	3.2	2.9	5.4	7.9
WBGene00221933	15.1	13.2	17.2	17.2
WBGene00221934	13.9	13.4	19.4	18.1
WBGene00221935	10.5	13.4	12.0	15.0
WBGene00221937	20.3	19.3	17.5	15.2
WBGene00221938	158.8	140.9	139.1	152.4
WBGene00221940	199.2	183.4	195.4	209.4
WBGene00221941	14.7	9.0	10.8	14.9
WBGene00221942	34.2	21.7	25.5	32.8
WBGene00221943	56.8	63.0	53.3	49.2
WBGene00221944	10.6	14.4	11.1	5.4
WBGene00221945	32.7	27.0	18.3	23.5
WBGene00221946	19.2	15.1	22.3	20.3
WBGene00221947	76.4	48.9	49.1	71.8
WBGene00221948	142.2	123.1	147.2	131.9
WBGene00221949	82.4	85.7	64.5	78.4
WBGene00221950	47.6	29.8	36.5	55.5
WBGene00221951	185.8	224.6	242.8	179.7
WBGene00221952	41.3	29.2	32.9	34.9
WBGene00221953	117.2	119.3	139.9	107.6
WBGene00221954	48.9	34.9	50.2	67.2
WBGene00221955	62.9	43.0	57.7	66.7
WBGene00221956	38.0	32.9	48.5	41.4
WBGene00221957	35.1	20.2	27.4	41.0
WBGene00221958	39.8	31.6	45.4	41.9
WBGene00221959	256.8	286.0	238.3	220.1
WBGene00221960	66.9	54.3	44.5	52.1
WBGene00221961	1479.3	1485.6	1780.5	1699.2
WBGene00221962	25.5	29.9	31.5	38.0
WBGene00221963	20.4	11.4	15.5	32.8
WBGene00221964	114.0	100.9	131.1	107.4
WBGene00221965	13.1	10.2	7.4	9.9
WBGene00221966	631.7	592.4	724.5	692.7
WBGene00221967	74.0	47.9	50.2	54.2
WBGene00221968	2.5	5.7	1.0	0.9
WBGene00221969	115.3	114.5	100.8	108.4
WBGene00221970	2.6	1.0	1.8	3.1
WBGene00221971	5.2	3.7	4.4	4.8
WBGene00221972	11.9	8.9	11.5	16.3
WBGene00221973	81.2	78.1	77.2	90.3
WBGene00221974	74.5	91.9	58.0	24.0
WBGene00221975	169.0	247.2	216.4	178.8
WBGene00221977	187.4	169.3	156.7	161.8
WBGene00221979	67.3	50.8	57.8	83.9
WBGene00221981	2.1	1.6	1.4	1.7
WBGene00221982	14.6	7.3	8.7	10.4
WBGene00221983	11.8	9.5	5.4	11.9
WBGene00221984	6.4	8.0	4.6	6.6
WBGene00221985	16.9	14.4	16.9	20.9
WBGene00221986	103.3	85.3	110.3	128.2
WBGene00221987	3.1	9.0	0.0	0.0
WBGene00221988	13.7	10.7	18.0	25.1
WBGene00221989	90.6	58.8	84.7	91.3
WBGene00221990	71.4	53.9	65.8	64.1
WBGene00221991	24.4	14.0	15.4	20.3
WBGene00221992	47.7	44.2	45.4	59.0
WBGene00221993	53.6	39.3	58.2	54.0
WBGene00221994	132.2	120.2	146.0	181.6
WBGene00221995	8.2	8.1	5.6	12.0
WBGene00221996	27.2	41.7	39.2	56.4
WBGene00221997	131.9	119.2	120.0	139.7
WBGene00221998	31.4	25.3	38.5	38.5
WBGene00221999	20.6	8.6	15.0	20.6
WBGene00222000	17.6	13.8	15.2	11.7
WBGene00222002	484.9	629.5	559.7	611.7
WBGene00222003	9.8	6.4	6.1	11.2
WBGene00222004	16.5	12.3	19.8	22.9
WBGene00222005	44.5	32.5	25.0	31.2
WBGene00222006	71.7	70.7	61.0	71.1
WBGene00222007	92.7	83.5	71.6	98.0
WBGene00222008	19.4	17.8	20.3	21.8
WBGene00222009	528.8	509.7	651.2	812.7
WBGene00222010	200.1	211.2	178.3	215.3
WBGene00222011	43.6	44.1	53.4	55.2
WBGene00222012	35.5	28.9	49.0	62.9
WBGene00222013	102.5	102.1	144.6	109.4
WBGene00222014	14.8	16.2	24.0	18.1
WBGene00222015	41.0	39.1	29.3	24.0
WBGene00222016	35.1	32.9	40.6	39.5
WBGene00222017	0.0	0.0	0.0	0.0
WBGene00222018	34.9	30.0	35.8	48.6
WBGene00222019	38.8	28.7	36.4	41.1
WBGene00222020	70.5	74.4	91.0	111.2
WBGene00222021	33.4	24.9	33.5	39.6
WBGene00222022	57.1	63.8	51.9	76.6
WBGene00222023	56.2	66.6	89.5	90.3
WBGene00222024	163.5	185.5	207.4	157.7
WBGene00222026	4885.4	4770.0	4555.9	4380.7
WBGene00222027	26.9	23.4	18.1	19.8
WBGene00222029	29.9	18.6	36.0	53.3
WBGene00222030	388.7	378.5	419.0	369.7
WBGene00222031	92.8	110.2	154.3	156.3
WBGene00222032	69.8	49.6	39.6	60.3
WBGene00222033	4.6	2.9	6.2	9.5
WBGene00222034	50.3	59.4	70.2	60.7
WBGene00222035	41.9	27.3	37.1	38.3
WBGene00222036	44.0	22.2	19.5	35.1
WBGene00222037	36.5	37.7	44.1	36.5
WBGene00222038	71.1	63.4	37.0	50.8
WBGene00222039	37.2	22.1	34.6	50.0
WBGene00222040	206.2	259.5	283.5	259.8
WBGene00222041	0.0	2.4	0.0	2.6
WBGene00222042	14.8	7.5	8.1	12.7
WBGene00222043	32.1	24.8	34.8	38.0
WBGene00222044	2016.6	1975.1	2272.9	2308.7
WBGene00222045	20.6	18.6	19.2	28.9
WBGene00222046	1.1	0.3	0.1	0.8
WBGene00222047	13.7	11.6	18.2	19.3
WBGene00222048	13.9	12.0	11.9	11.9
WBGene00222049	17.2	11.8	12.5	16.2
WBGene00222050	5.3	4.5	3.2	4.2
WBGene00222051	4.0	5.1	3.3	3.5
WBGene00222052	9.0	4.5	2.3	1.8
WBGene00222053	209.4	161.5	201.7	234.5
WBGene00222054	7.6	5.4	8.3	6.9
WBGene00222055	61.5	71.5	68.7	84.3
WBGene00222056	86.6	115.7	146.4	129.4
WBGene00222057	1.1	1.1	0.7	1.5
WBGene00222058	2710.4	3557.5	4336.0	3907.0
WBGene00222059	19.7	19.6	27.8	32.2
WBGene00222060	18.6	20.7	22.4	17.5
WBGene00222061	11.0	9.7	10.2	15.4
WBGene00222063	7.9	3.9	5.3	9.9
WBGene00222064	29.5	23.0	24.1	24.8
WBGene00222065	284.7	278.6	254.0	267.4
WBGene00222066	257.8	229.4	303.3	247.2
WBGene00222067	30.4	27.8	33.7	27.7
WBGene00222069	17.7	14.6	19.1	29.2
WBGene00222070	29.7	32.4	20.6	27.9
WBGene00222072	14.3	16.3	17.6	21.0
WBGene00222073	42.2	37.8	27.5	30.8
WBGene00222074	24.0	12.7	24.6	38.5
WBGene00222076	23.4	28.4	37.5	27.3
WBGene00222077	99.9	81.3	82.9	126.6
WBGene00222078	35.9	32.5	39.2	51.2
WBGene00222079	307.5	411.8	239.4	205.4
WBGene00222080	104.2	90.1	97.1	99.4
WBGene00222081	66.2	64.6	80.0	83.1
WBGene00222082	63.8	53.2	36.2	47.9
WBGene00222083	2.8	1.8	1.0	1.5
WBGene00222084	248.1	275.2	281.9	304.6
WBGene00222086	3.9	4.0	5.1	5.5
WBGene00222087	24.6	15.6	20.9	38.8
WBGene00222088	251.8	254.4	371.2	378.8
WBGene00222089	22.8	28.4	29.5	28.7
WBGene00222090	72.0	72.0	98.2	97.7
WBGene00222093	0.0	0.0	0.0	0.0
WBGene00222094	589.4	664.9	698.4	462.2
WBGene00222095	56.4	43.0	56.0	60.8
WBGene00222096	20.6	13.9	13.9	22.8
WBGene00222097	43.6	26.7	51.0	43.7
WBGene00222099	105.7	61.7	103.1	93.3
WBGene00222100	78.1	48.9	77.4	77.7
WBGene00222101	15.4	11.0	12.9	16.9
WBGene00222102	35.0	26.4	30.1	25.2
WBGene00222103	20.8	22.5	21.4	33.5
WBGene00222104	90.2	110.0	112.6	91.9
WBGene00222105	542.7	542.3	806.5	564.5
WBGene00222106	48.3	34.2	20.8	40.2
WBGene00222108	127.6	92.5	154.8	107.4
WBGene00222109	52.4	47.7	71.7	59.5
WBGene00222110	83.6	84.5	78.0	60.1
WBGene00222111	120.5	86.0	100.1	116.6
WBGene00222112	35.3	26.5	31.6	51.4
WBGene00222113	29.4	22.2	39.6	36.2
WBGene00222114	248.4	188.7	219.5	217.1
WBGene00222115	5.6	5.4	7.3	7.1
WBGene00222116	24.1	23.4	26.9	30.6
WBGene00222117	39.1	47.0	45.7	47.5
WBGene00222118	12.9	9.5	6.4	9.8
WBGene00222119	199.8	217.1	132.1	158.1
WBGene00222120	19.6	25.7	33.5	22.2
WBGene00222121	410.5	397.3	382.3	524.3
WBGene00222122	15.2	12.9	13.2	20.2
WBGene00222124	20.3	17.6	26.6	28.2
WBGene00222125	5.6	3.9	5.4	11.7
WBGene00222127	24.7	18.8	24.0	27.5
WBGene00222128	20.8	14.6	11.3	13.5
WBGene00222129	40.4	28.6	24.2	41.4
WBGene00222130	44.2	44.1	80.3	66.9
WBGene00222131	64.0	44.7	52.3	70.9
WBGene00222132	17.0	17.2	14.4	11.4
WBGene00222133	139.2	104.9	62.9	42.0
WBGene00222134	47.4	36.5	44.2	39.9
WBGene00222135	66.9	67.8	37.4	55.7
WBGene00222136	67.4	44.3	67.1	86.4
WBGene00222137	73.5	42.0	54.8	74.4
WBGene00222138	77.1	54.1	65.6	86.4
WBGene00222139	52.7	63.2	65.8	77.9
WBGene00222140	59.8	55.6	61.7	68.9
WBGene00222141	116.0	96.7	87.4	110.6
WBGene00222142	127.8	98.0	93.7	104.9
WBGene00222143	97.3	76.4	65.6	76.2
WBGene00222144	32.5	23.4	45.1	23.2
WBGene00222145	9.7	3.3	4.7	10.4
WBGene00222146	30.4	25.3	35.0	27.1
WBGene00222147	28.1	26.8	35.6	28.7
WBGene00222148	35.5	32.3	55.5	42.3
WBGene00222149	66.2	55.6	82.7	93.9
WBGene00222150	29.7	21.5	29.9	23.0
WBGene00222151	226.4	214.8	152.8	251.0
WBGene00222152	53.2	72.3	96.1	111.8
WBGene00222153	392.1	330.6	348.6	403.3
WBGene00222154	129.1	121.3	118.0	122.4
WBGene00222155	22.7	24.2	27.4	32.0
WBGene00222156	1.5	2.0	2.5	4.1
WBGene00222157	41.6	44.8	62.3	68.0
WBGene00222159	39.0	55.6	65.1	53.7
WBGene00222160	12.0	7.5	8.1	14.8
WBGene00222161	0.0	1.5	1.2	0.0
WBGene00222162	49.8	57.6	53.1	59.1
WBGene00222163	0.0	0.4	0.0	0.0
WBGene00222164	315.7	316.3	278.4	329.3
WBGene00222165	24.9	18.4	23.4	21.7
WBGene00222166	0.7	0.0	0.3	0.8
WBGene00222168	11.6	11.7	6.9	5.2
WBGene00222169	38.3	30.8	41.0	58.6
WBGene00222170	25.2	20.9	21.4	19.5
WBGene00222171	48.9	55.5	52.7	46.4
WBGene00222173	8.8	12.9	12.0	12.7
WBGene00222174	13.6	8.8	10.5	7.0
WBGene00222175	85.5	61.2	59.1	63.7
WBGene00222176	21.4	15.3	20.1	23.8
WBGene00222177	25.6	19.2	34.0	43.4
WBGene00222178	48.4	72.4	93.4	78.6
WBGene00222179	0.0	0.0	0.0	0.0
WBGene00222180	29.1	17.7	17.2	24.5
WBGene00222181	52.3	56.5	68.2	79.1
WBGene00222182	19.5	18.4	15.9	25.5
WBGene00222183	34.9	35.8	29.5	35.3
WBGene00222184	100.7	105.0	98.1	86.7
WBGene00222185	13.7	6.3	12.5	25.9
WBGene00222186	4.6	2.8	5.0	6.3
WBGene00222187	7.9	5.6	7.2	6.6
WBGene00222188	10.1	7.2	8.0	13.3
WBGene00222189	0.0	0.0	0.0	0.0
WBGene00222190	12.1	10.5	11.0	16.1
WBGene00222191	600.4	645.3	688.5	515.1
WBGene00222192	298.1	279.6	401.4	312.0
WBGene00222193	29.7	15.8	22.7	27.1
WBGene00222195	47.1	39.6	50.6	67.2
WBGene00222197	147.6	146.9	204.5	223.7
WBGene00222198	1.0	0.0	1.5	0.0
WBGene00222199	5.6	3.0	3.2	3.3
WBGene00222200	36.0	33.9	44.9	31.8
WBGene00222201	21.8	14.3	18.6	25.6
WBGene00222204	16.4	10.2	16.6	28.4
WBGene00222205	39.7	47.9	48.7	64.9
WBGene00222207	33.7	34.6	27.8	33.8
WBGene00222208	12.2	9.4	10.0	13.1
WBGene00222209	9.1	10.8	8.1	11.8
WBGene00222210	21.4	14.3	15.5	13.6
WBGene00222211	16.0	12.3	21.7	24.4
WBGene00222213	34.7	26.2	24.1	28.3
WBGene00222214	482.7	444.2	387.1	419.9
WBGene00222215	61.4	52.0	61.9	33.0
WBGene00222216	20.4	10.4	18.6	20.5
WBGene00222217	4.4	2.4	4.1	4.3
WBGene00222218	5.5	1.7	3.6	5.7
WBGene00222220	34.0	24.5	28.3	45.3
WBGene00222221	23.9	13.4	17.3	18.2
WBGene00222222	70.9	27.7	56.5	77.8
WBGene00222223	58.6	44.0	48.2	54.5
WBGene00222224	50.1	47.0	46.0	66.0
WBGene00222225	71.2	57.8	91.8	79.8
WBGene00222227	46.7	30.9	45.2	55.3
WBGene00222229	0.0	0.3	0.0	0.5
WBGene00222230	3.1	2.7	2.4	2.6
WBGene00222231	28.1	25.3	38.8	39.2
WBGene00222232	123.9	81.9	97.6	124.6
WBGene00222233	44.9	40.3	44.9	62.5
WBGene00222234	127.1	121.6	98.9	129.1
WBGene00222235	31.8	27.5	61.7	37.7
WBGene00222236	3.0	2.6	2.3	2.8
WBGene00222238	23.5	22.6	26.7	26.1
WBGene00222239	22.5	10.0	16.5	31.1
WBGene00222240	92.2	53.4	72.1	93.6
WBGene00222241	5.6	7.9	12.9	12.5
WBGene00222242	12.1	9.8	8.2	8.2
WBGene00222243	139.3	129.2	80.1	87.0
WBGene00222244	139.9	136.4	118.7	89.9
WBGene00222246	16.1	11.4	22.8	19.8
WBGene00222247	50.1	20.7	37.8	44.3
WBGene00222248	0.0	0.8	0.2	0.5
WBGene00222249	0.0	0.0	0.0	0.0
WBGene00222251	1.6	1.7	1.6	0.6
WBGene00222253	19.2	16.9	17.3	14.7
WBGene00222254	0.8	1.1	0.4	1.4
WBGene00222255	217.3	285.3	327.6	263.3
WBGene00222256	33.4	24.5	44.3	39.8
WBGene00222257	69.0	60.4	93.6	94.9
WBGene00222258	77.5	52.4	73.3	70.2
WBGene00222259	111.3	84.9	89.5	88.7
WBGene00222260	39.9	41.0	59.4	57.0
WBGene00222261	17.2	7.7	13.4	17.0
WBGene00222262	690.6	761.1	844.9	785.6
WBGene00222263	30.1	35.2	43.3	46.2
WBGene00222264	1.5	0.2	2.0	1.8
WBGene00222265	309.0	291.6	286.7	243.3
WBGene00222267	31.8	34.9	44.6	65.2
WBGene00222268	3.9	3.8	7.0	5.5
WBGene00222269	27.2	28.8	29.3	29.5
WBGene00222270	6.8	10.3	5.9	4.9
WBGene00222272	18.9	10.8	11.3	19.8
WBGene00222273	7.3	5.4	8.9	11.0
WBGene00222274	21.4	16.2	22.1	23.2
WBGene00222275	89.5	55.3	259.0	341.4
WBGene00222276	16.5	13.2	15.1	20.7
WBGene00222277	78.2	70.2	96.0	88.9
WBGene00222278	78.4	104.8	185.9	87.4
WBGene00222279	7.6	4.5	4.6	6.6
WBGene00222280	13.5	7.5	16.6	12.1
WBGene00222281	5.1	4.7	8.1	7.0
WBGene00222283	4.9	2.2	2.4	6.8
WBGene00222284	59.8	39.3	39.7	47.7
WBGene00222285	405.9	431.7	245.4	395.8
WBGene00222286	129.5	87.6	104.9	125.5
WBGene00222287	32.6	19.8	27.4	40.0
WBGene00222288	40.5	25.4	32.6	38.1
WBGene00222289	53.6	54.9	41.9	49.1
WBGene00222290	10.3	11.5	14.0	17.5
WBGene00222291	101.6	77.7	125.1	80.6
WBGene00222292	11.6	8.4	10.3	13.9
WBGene00222293	40.1	27.2	33.8	34.5
WBGene00222294	5.1	6.6	4.1	3.7
WBGene00222295	1.2	1.2	1.1	0.7
WBGene00222296	58.2	46.9	53.9	68.0
WBGene00222298	91.7	67.5	88.5	105.9
WBGene00222299	55.2	28.7	43.8	61.3
WBGene00222300	157.8	120.1	140.5	184.1
WBGene00222301	43.7	41.4	51.4	45.8
WBGene00222303	8.8	4.6	10.9	11.1
WBGene00222304	334.2	405.0	474.9	417.2
WBGene00222308	21.8	20.5	28.4	22.9
WBGene00222309	10.9	5.9	8.3	10.1
WBGene00222310	10.4	6.3	6.8	9.2
WBGene00222311	107.7	119.8	153.3	147.4
WBGene00222312	45.8	86.2	80.0	62.0
WBGene00222313	46.2	43.1	48.8	55.3
WBGene00222314	25.7	27.8	26.9	37.0
WBGene00222315	38.5	40.6	35.0	44.1
WBGene00222316	12.0	6.0	4.8	14.5
WBGene00222317	67.3	70.9	91.0	101.0
WBGene00222318	58.2	64.8	81.1	113.4
WBGene00222319	228.6	239.4	322.6	319.3
WBGene00222321	62.4	50.7	58.7	78.7
WBGene00222322	23.6	16.8	19.5	21.4
WBGene00222323	58.2	54.4	63.4	54.3
WBGene00222324	17.0	13.9	15.2	20.4
WBGene00222325	76.3	58.5	62.5	91.2
WBGene00222326	51.7	76.1	104.2	92.4
WBGene00222327	24.8	21.9	22.6	20.4
WBGene00222328	136.2	266.1	180.8	212.1
WBGene00222329	71.3	50.6	54.1	68.4
WBGene00222330	159.2	112.5	116.6	157.5
WBGene00222331	5.3	4.8	4.7	4.2
WBGene00222332	22.0	25.8	25.4	30.9
WBGene00222333	139.3	134.9	131.1	156.6
WBGene00222334	31.8	14.1	18.0	30.2
WBGene00222336	63.3	50.8	55.6	50.0
WBGene00222337	18.0	10.2	15.8	20.4
WBGene00222338	5.7	3.3	2.8	6.2
WBGene00222339	6.6	7.4	5.1	8.6
WBGene00222340	43.1	57.8	27.9	26.9
WBGene00222341	69.8	67.6	58.4	67.3
WBGene00222342	49.3	47.5	70.6	78.8
WBGene00222344	29.6	23.2	28.1	24.5
WBGene00222345	59.7	88.8	50.9	42.2
WBGene00222346	36.5	17.6	21.2	32.5
WBGene00222347	7.9	6.3	6.3	9.8
WBGene00222348	0.0	0.0	0.0	0.0
WBGene00222349	540.0	796.7	406.9	543.6
WBGene00222350	7.0	5.9	6.1	9.6
WBGene00222351	10.4	12.3	7.5	6.8
WBGene00222353	6.9	4.2	5.7	15.0
WBGene00222354	22.4	23.2	20.7	19.4
WBGene00222355	13.6	6.5	11.4	11.4
WBGene00222356	449.0	441.2	583.4	460.1
WBGene00222357	29.0	19.2	25.3	36.1
WBGene00222359	16.9	13.2	11.8	18.7
WBGene00222360	5.1	2.0	2.7	4.7
WBGene00222361	17.0	10.6	13.1	18.7
WBGene00222362	11.2	13.3	13.0	13.0
WBGene00222363	19.4	18.5	6.3	15.1
WBGene00222365	43.9	37.0	30.9	42.9
WBGene00222366	0.0	0.0	0.0	0.0
WBGene00222367	19.2	19.7	22.2	17.3
WBGene00222368	431.5	479.2	502.1	432.3
WBGene00222369	27.6	22.2	29.5	26.6
WBGene00222370	78.7	53.4	68.4	69.9
WBGene00222371	3.4	7.6	4.7	2.5
WBGene00222373	2.1	4.4	1.9	2.4
WBGene00222374	112.9	141.2	132.6	83.4
WBGene00222376	145.9	155.5	178.4	154.7
WBGene00222377	140.1	138.4	173.0	132.3
WBGene00222378	2.0	1.2	0.8	1.4
WBGene00222379	18.2	16.7	16.4	26.1
WBGene00222380	19.9	24.4	20.2	30.7
WBGene00222381	22.6	16.9	20.5	22.7
WBGene00222382	181.2	170.1	162.3	193.5
WBGene00222383	52.4	28.4	37.4	69.8
WBGene00222384	29.1	32.4	34.5	37.6
WBGene00222385	0.6	0.3	0.7	0.0
WBGene00222386	67.1	60.5	64.4	66.9
WBGene00222387	13.9	17.1	10.9	13.1
WBGene00222388	33.5	33.9	44.4	57.2
