# Gene expression in TPM - median across runs per condition for study SRP066611
# !Ivermectin 1 uM, 5 d: Low replicates (2)
	0h	48 h	5 d	Ivermectin 1 uM, 48 h	!Ivermectin 1 uM, 5 d	Ivermectin 300 nM, 48 h	Ivermectin 300 nM, 5 d
WBGene00226618	14.0	16.8	15.1	10.5	13.4	8.8	11.1
WBGene00226620	31.3	35.9	27.7	30.0	18.0	23.0	22.1
WBGene00226621	34.0	33.8	28.9	35.6	11.4	23.2	20.4
WBGene00226622	15.7	21.9	20.0	17.5	11.5	9.0	18.6
WBGene00226623	3.4	6.2	2.9	0.0	0.0	7.9	0.0
WBGene00226624	61.3	68.1	53.1	61.7	49.1	54.6	62.7
WBGene00226625	72.1	78.1	75.4	67.9	74.6	77.1	73.8
WBGene00226626	33.1	38.4	34.2	33.9	25.3	21.0	36.2
WBGene00226627	87.4	115.9	109.5	95.2	48.2	125.1	98.2
WBGene00226628	47.1	44.5	49.5	24.9	34.7	37.4	52.1
WBGene00226629	35.3	38.9	38.7	38.6	49.4	49.6	42.2
WBGene00226630	106.3	155.2	143.6	143.1	141.9	129.3	143.8
WBGene00226631	14.8	10.4	12.5	13.9	13.0	17.0	10.9
WBGene00226632	98.3	83.9	73.3	80.7	64.0	66.0	85.6
WBGene00226633	47.4	65.2	42.0	43.2	41.7	49.4	48.6
WBGene00226634	217.7	234.4	221.0	252.7	159.8	270.6	187.2
WBGene00226635	49.7	63.7	61.9	51.3	57.4	61.7	53.7
WBGene00226637	32.7	45.2	47.9	40.2	43.5	36.2	42.7
WBGene00226638	13.4	14.4	11.2	5.7	6.9	4.4	10.5
WBGene00226639	188.9	134.9	96.2	95.7	163.9	132.7	164.7
WBGene00226640	4.5	0.0	3.1	2.9	0.0	3.0	3.9
WBGene00226641	100.2	88.3	72.1	62.4	60.0	57.2	84.7
WBGene00226642	149.5	140.6	136.8	145.9	123.5	132.0	99.7
WBGene00226643	29.9	29.1	15.5	21.3	14.9	11.5	19.5
WBGene00226644	183.6	172.6	198.2	185.9	161.3	204.3	149.5
WBGene00226645	16.3	15.9	19.4	15.7	26.6	18.2	10.7
WBGene00226646	167.7	159.3	207.2	212.2	206.2	157.5	198.7
WBGene00226647	147.9	127.0	129.3	128.7	133.7	105.2	164.5
WBGene00226648	206.6	170.1	145.0	133.1	174.1	177.4	180.3
WBGene00226649	962.6	742.6	771.2	824.0	596.7	837.8	810.8
WBGene00226650	216.1	207.0	196.6	272.1	188.6	201.4	178.0
WBGene00226651	91.4	92.1	92.9	115.8	85.2	75.5	76.6
WBGene00226652	1.5	1.3	0.6	2.0	1.0	1.8	0.0
WBGene00226653	190.1	153.5	171.2	139.0	178.7	166.6	168.7
WBGene00226654	17.4	22.3	22.4	6.8	14.9	20.3	15.5
WBGene00226655	508.1	611.0	532.6	717.0	591.2	697.9	627.8
WBGene00226656	94.3	116.9	103.3	74.4	94.0	69.4	101.2
WBGene00226658	33.0	45.6	29.2	39.4	26.3	11.7	40.2
WBGene00226659	13.9	14.8	13.5	8.6	6.5	7.6	12.9
WBGene00226660	0.7	0.0	0.0	0.8	0.0	2.4	0.0
WBGene00226661	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226662	21.8	25.9	23.8	24.7	13.6	18.2	31.1
WBGene00226663	62.1	86.0	106.7	91.9	83.2	106.5	90.1
WBGene00226664	100.9	81.0	74.6	95.0	81.4	58.7	84.3
WBGene00226665	0.0	0.4	0.0	0.5	0.0	0.0	0.0
WBGene00226666	11.8	16.3	7.8	17.7	6.4	6.0	12.4
WBGene00226667	39.5	36.1	26.1	25.0	26.7	14.1	25.5
WBGene00226668	68.6	54.0	58.9	49.4	44.0	34.8	55.6
WBGene00226669	28.4	26.5	16.7	23.1	10.4	19.4	20.3
WBGene00226670	64.3	67.7	55.2	78.8	66.4	84.3	68.1
WBGene00226671	21.1	28.6	12.2	25.4	18.9	35.3	22.4
WBGene00226672	52.7	51.7	39.0	29.9	27.1	33.8	42.8
WBGene00226673	528.8	595.4	582.1	453.9	560.4	439.4	579.9
WBGene00226674	15.8	10.7	9.5	16.4	9.5	7.3	11.5
WBGene00226675	22.1	32.4	28.5	30.8	5.3	23.7	24.2
WBGene00226676	7.3	3.8	6.5	1.0	3.3	2.8	4.0
WBGene00226677	35.8	63.5	62.5	76.7	60.3	90.2	63.5
WBGene00226678	202.7	274.5	260.1	236.3	320.1	269.0	288.1
WBGene00226679	727.8	679.5	709.2	711.7	662.6	713.3	594.0
WBGene00226680	31.9	43.4	35.1	27.2	19.7	24.1	31.6
WBGene00226681	6.7	8.7	4.9	2.0	8.3	1.8	8.1
WBGene00226682	900.9	460.7	630.6	485.2	414.2	574.0	441.6
WBGene00226683	17.5	24.6	22.8	19.5	14.1	16.2	17.9
WBGene00226684	91.5	84.1	64.6	81.1	55.3	61.3	81.6
WBGene00226685	324.4	297.2	315.7	256.2	311.8	351.6	320.7
WBGene00226687	89.5	91.8	109.0	82.3	100.4	113.4	98.8
WBGene00226689	111.1	66.5	52.3	65.8	49.5	70.4	32.9
WBGene00226690	25.1	24.1	19.4	14.0	16.3	9.1	21.3
WBGene00226691	61.6	42.3	65.1	72.8	43.0	68.9	31.8
WBGene00226692	75.4	59.4	42.2	48.8	43.5	40.8	44.0
WBGene00226693	100.7	51.2	51.9	61.9	51.7	42.6	56.9
WBGene00226694	174.2	148.7	136.5	176.6	149.9	214.5	108.2
WBGene00226695	972.5	816.1	932.2	882.9	812.7	826.0	856.2
WBGene00226696	318.2	312.2	327.7	322.4	359.2	331.7	307.1
WBGene00226697	18.0	21.9	13.6	17.9	9.3	12.4	16.9
WBGene00226699	60.5	61.0	62.0	45.9	43.2	32.6	55.1
WBGene00226701	8.9	9.4	8.3	9.3	21.7	0.0	10.5
WBGene00226702	36.0	20.3	21.7	27.1	17.5	18.8	19.1
WBGene00226703	0.0	2.0	4.2	1.3	0.0	3.8	4.1
WBGene00226704	209.3	187.6	156.7	148.9	179.2	177.6	173.5
WBGene00226705	27.8	26.0	22.9	27.3	20.2	22.9	26.2
WBGene00226706	49.1	55.6	36.5	27.3	20.7	32.9	42.6
WBGene00226707	129.7	147.6	173.0	149.9	203.7	188.5	204.9
WBGene00226708	316.5	221.8	158.1	217.6	189.6	207.3	153.5
WBGene00226709	32.1	20.7	16.7	13.5	11.7	13.3	13.6
WBGene00226710	75.9	86.5	76.3	86.5	75.4	82.5	93.7
WBGene00226711	45.7	39.1	31.6	28.8	14.9	10.0	26.2
WBGene00226712	21.4	23.2	12.7	12.8	12.4	17.1	21.0
WBGene00226713	77.1	89.2	66.6	88.3	71.8	87.2	55.3
WBGene00226714	19.8	12.9	11.8	12.7	11.5	7.9	12.9
WBGene00226715	44.4	57.9	42.9	48.0	32.9	25.7	30.8
WBGene00226716	1.6	1.8	3.1	1.7	0.8	0.0	4.4
WBGene00226717	5.2	9.0	6.5	8.0	5.9	5.2	7.4
WBGene00226718	9.7	31.0	15.8	7.7	15.2	8.2	10.4
WBGene00226719	72.0	63.0	37.0	58.7	27.5	61.4	47.3
WBGene00226721	94.4	89.0	116.6	123.1	90.6	131.7	90.5
WBGene00226722	54.3	48.1	44.2	38.7	37.1	45.0	36.4
WBGene00226723	10.7	8.1	6.7	7.3	4.7	8.6	2.8
WBGene00226724	22.6	13.6	9.8	12.8	11.4	4.8	10.1
WBGene00226725	70.8	67.0	61.0	46.5	42.9	40.1	73.0
WBGene00226726	30.1	31.4	31.8	22.3	25.3	14.6	27.3
WBGene00226727	53.0	81.2	55.1	68.2	47.1	79.5	57.4
WBGene00226728	56.6	59.6	61.8	59.8	48.4	54.0	58.4
WBGene00226729	33.2	32.5	34.7	10.6	25.0	6.5	50.9
WBGene00226730	38.4	42.7	29.7	39.3	30.0	48.4	31.8
WBGene00226731	47.2	44.5	38.0	42.4	39.9	31.4	42.1
WBGene00226732	15.1	18.8	11.7	9.0	7.3	11.8	16.2
WBGene00226733	38.2	25.9	19.5	25.5	32.0	28.4	34.9
WBGene00226734	115.7	116.1	88.2	59.5	78.2	101.5	84.7
WBGene00226735	9.2	15.8	13.5	8.3	6.1	13.4	17.0
WBGene00226736	32.7	26.2	26.8	27.8	30.5	36.4	23.2
WBGene00226737	3.8	5.0	8.1	0.0	4.1	7.9	6.7
WBGene00226738	25.3	17.0	15.0	15.2	19.0	13.5	24.0
WBGene00226740	9.0	8.3	0.0	0.0	2.2	0.0	0.0
WBGene00226741	86.8	95.9	62.9	83.8	62.4	86.8	58.4
WBGene00226743	58.5	73.2	49.3	64.1	47.3	56.8	52.3
WBGene00226744	61.5	70.5	49.6	60.0	48.7	64.5	50.9
WBGene00226745	56.3	110.5	74.3	57.9	99.8	85.0	73.5
WBGene00226747	5.5	8.2	6.4	4.6	4.7	5.1	6.6
WBGene00226748	23.4	0.0	0.0	18.1	8.1	0.0	0.0
WBGene00226749	42.5	56.5	58.5	46.4	26.1	36.8	38.9
WBGene00226750	22.5	27.1	25.9	15.6	13.5	15.2	26.4
WBGene00226751	49.5	31.6	23.7	52.3	28.7	32.1	31.9
WBGene00226753	102.7	123.6	125.4	105.0	119.9	127.6	81.3
WBGene00226754	15.2	18.9	11.4	10.9	11.4	7.0	9.9
WBGene00226755	95.6	91.4	83.2	92.8	70.7	77.1	83.7
WBGene00226756	18.8	11.6	4.3	15.5	5.2	6.3	11.5
WBGene00226757	248.3	226.2	194.2	218.4	189.4	224.5	202.9
WBGene00226759	167.0	155.9	167.0	150.2	140.3	133.5	134.1
WBGene00226760	204.5	114.1	108.7	102.3	128.8	123.2	101.1
WBGene00226761	64.7	45.2	55.2	60.1	46.4	37.0	36.4
WBGene00226762	60.8	60.3	76.5	62.4	53.7	59.5	69.2
WBGene00226763	98.6	96.5	87.3	90.8	77.0	60.0	64.7
WBGene00226764	318.5	307.9	318.9	369.7	352.5	336.4	312.7
WBGene00226765	13.0	5.7	5.0	4.6	6.4	7.3	5.2
WBGene00226766	6.7	7.1	6.3	4.7	2.4	5.7	10.3
WBGene00226768	25.8	28.5	22.1	23.8	19.8	18.5	24.7
WBGene00226771	97.1	98.3	93.4	121.8	101.8	98.2	91.8
WBGene00226772	30.2	35.4	30.6	34.3	27.7	25.9	27.3
WBGene00226773	422.9	508.8	421.4	601.2	428.2	516.3	419.8
WBGene00226774	48.2	85.1	65.5	72.0	68.0	67.4	53.6
WBGene00226775	136.4	118.9	98.9	112.7	96.2	112.3	89.3
WBGene00226776	7.0	11.9	9.5	11.9	6.9	12.9	10.8
WBGene00226777	196.0	186.7	153.4	180.0	214.3	187.4	170.9
WBGene00226778	359.3	349.4	405.0	365.0	404.9	386.4	374.4
WBGene00226779	42.2	35.9	28.2	37.8	23.0	24.0	33.1
WBGene00226780	43.8	33.4	29.5	36.9	24.5	32.8	25.6
WBGene00226781	7.8	15.1	7.5	8.0	4.9	4.8	5.3
WBGene00226782	31.4	32.2	27.8	31.9	24.8	23.6	24.1
WBGene00226783	6.5	8.8	7.8	3.4	3.6	1.8	5.3
WBGene00226784	309.9	342.1	354.0	253.2	379.5	361.9	351.8
WBGene00226785	27.9	32.5	25.3	32.9	17.9	22.6	22.3
WBGene00226786	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226787	2.8	5.0	3.3	1.4	2.8	3.9	3.2
WBGene00226788	49.6	49.6	47.1	59.2	51.0	52.8	49.3
WBGene00226789	0.7	1.8	2.5	2.8	5.5	0.0	0.0
WBGene00226790	156.9	134.7	106.7	108.0	117.2	129.8	99.1
WBGene00226791	111.2	88.3	81.8	102.8	79.3	76.6	69.2
WBGene00226792	53.1	52.9	40.0	43.6	23.3	34.9	41.3
WBGene00226793	34.6	28.6	33.8	46.8	36.2	23.4	30.7
WBGene00226794	759.5	986.5	994.7	848.4	1094.4	988.3	1047.7
WBGene00226795	10.5	9.2	11.8	8.2	9.5	8.8	8.1
WBGene00226796	94.5	105.1	83.8	78.2	97.2	69.6	88.6
WBGene00226797	27.3	37.6	33.0	34.7	20.1	27.3	23.1
WBGene00226798	3.5	3.9	4.9	1.8	0.9	3.2	2.0
WBGene00226799	62.3	45.0	38.5	33.7	33.6	43.8	41.2
WBGene00226800	55.4	45.7	36.7	50.9	26.0	28.1	31.9
WBGene00226801	10.7	11.6	8.2	5.5	5.3	6.7	10.5
WBGene00226802	116.5	62.1	52.9	80.1	60.7	49.6	78.2
WBGene00226803	132.0	117.0	94.0	81.8	125.8	107.3	106.2
WBGene00226804	37.7	69.3	63.9	75.5	70.5	42.0	85.7
WBGene00226805	127.5	139.4	184.3	165.2	185.0	159.9	207.6
WBGene00226807	1.8	0.9	0.8	1.0	2.6	0.7	0.9
WBGene00226808	5.7	9.6	12.7	6.3	5.7	8.9	13.8
WBGene00226809	195.8	164.1	151.5	151.3	125.0	165.4	132.7
WBGene00226810	69.2	60.7	57.1	44.0	54.6	46.2	54.5
WBGene00226811	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226812	201.2	169.1	139.0	154.7	155.4	135.7	191.8
WBGene00226814	15.4	12.4	7.9	11.3	8.2	2.5	5.8
WBGene00226815	3.1	3.3	1.8	4.0	1.8	3.5	3.5
WBGene00226817	75.0	75.9	62.4	50.3	43.6	46.6	59.4
WBGene00226818	56.1	58.6	57.1	31.4	34.5	29.3	42.8
WBGene00226819	90.1	138.9	133.1	106.9	137.5	127.5	146.1
WBGene00226820	60.7	59.7	64.3	42.6	41.8	52.5	63.3
WBGene00226821	37.0	43.4	39.4	17.0	28.6	27.2	44.6
WBGene00226822	52.3	49.6	64.0	34.3	32.3	58.2	51.9
WBGene00226823	177.6	141.9	162.2	130.5	133.2	122.9	151.0
WBGene00226824	2.2	6.6	4.0	4.5	2.2	8.0	9.1
WBGene00226825	1.7	3.6	3.0	1.3	2.1	1.7	3.4
WBGene00226826	9.2	12.3	6.4	6.2	3.0	5.5	7.0
WBGene00226827	50.9	53.0	49.6	74.8	47.2	39.2	72.2
WBGene00226828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226829	14.7	20.4	13.9	13.7	10.3	14.1	9.9
WBGene00226830	250.3	173.5	157.3	156.4	144.4	156.6	179.3
WBGene00226831	928.3	870.6	873.8	821.1	1081.0	1019.9	1068.9
WBGene00226832	21.0	16.5	19.2	12.5	11.0	14.4	12.8
WBGene00226833	80.0	100.2	58.9	86.6	73.5	98.8	60.5
WBGene00226834	67.1	55.9	37.9	42.6	39.3	48.9	44.3
WBGene00226835	71.4	77.8	79.8	88.7	63.4	71.9	77.0
WBGene00226836	111.3	65.8	60.4	65.3	57.5	68.1	61.9
WBGene00226837	91.4	72.2	58.0	54.1	60.5	54.0	53.2
WBGene00226838	30.1	35.6	30.0	22.9	21.2	17.7	30.8
WBGene00226839	88.0	69.0	66.4	69.0	54.9	61.3	66.7
WBGene00226840	21.0	19.1	15.4	20.7	11.2	12.0	21.2
WBGene00226841	152.9	139.2	131.2	126.7	148.2	130.8	136.4
WBGene00226842	34.1	41.1	31.6	39.3	18.9	25.3	37.8
WBGene00226843	96.5	135.0	128.6	118.0	92.2	132.7	127.6
WBGene00226844	75.8	70.5	74.0	56.2	81.4	68.8	59.5
WBGene00226845	58.4	63.1	71.8	39.7	30.5	50.2	46.5
WBGene00226846	59.2	70.1	44.5	73.4	49.7	66.0	38.9
WBGene00226847	70.4	49.0	35.2	38.1	37.9	43.0	40.0
WBGene00226848	25.8	21.2	18.5	35.4	25.1	25.0	20.3
WBGene00226849	7.1	9.8	7.5	3.0	4.2	6.7	4.6
WBGene00226850	24.6	23.7	22.1	15.5	30.1	22.7	16.0
WBGene00226851	166.0	132.8	237.8	151.3	314.0	184.0	292.9
WBGene00226853	68.8	68.8	53.3	58.1	45.0	44.3	64.3
WBGene00226854	4.5	4.4	4.6	6.1	3.5	0.9	7.2
WBGene00226855	24.8	33.8	25.7	22.0	21.6	15.5	25.6
WBGene00226856	4.5	3.8	3.3	0.0	0.0	2.8	3.6
WBGene00226857	29.1	7.1	11.6	10.1	21.9	3.1	7.2
WBGene00226858	327.4	339.1	317.2	337.1	290.4	323.2	289.9
WBGene00226859	46.2	28.4	24.5	23.4	19.2	18.3	28.1
WBGene00226860	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226861	51.4	53.6	38.3	39.3	25.7	29.7	44.8
WBGene00226862	209.1	214.4	206.9	167.4	191.7	175.9	210.7
WBGene00226863	46.2	45.2	47.5	31.7	33.5	56.3	42.9
WBGene00226864	12.8	12.1	8.9	8.1	5.8	5.0	5.8
WBGene00226865	6.1	8.5	11.9	4.5	0.0	3.4	8.0
WBGene00226866	2.1	0.0	1.1	0.0	0.0	0.0	0.0
WBGene00226867	6.5	9.4	7.9	11.8	3.0	4.9	4.6
WBGene00226868	96.5	62.5	83.0	106.0	113.9	103.1	109.7
WBGene00226869	9.9	18.4	9.4	20.2	12.1	10.8	9.2
WBGene00226870	3.0	6.3	5.6	6.8	9.1	0.0	6.9
WBGene00226871	20.7	19.4	9.9	16.8	14.9	13.5	9.3
WBGene00226872	645.4	765.6	745.0	634.9	748.8	667.8	837.9
WBGene00226873	35.3	20.8	16.1	20.4	24.7	14.1	14.8
WBGene00226874	27.0	32.9	19.4	25.8	15.5	18.8	21.3
WBGene00226875	59.3	52.6	58.4	42.0	46.5	49.6	44.1
WBGene00226876	120.2	179.8	152.6	150.0	195.8	122.4	178.1
WBGene00226877	58.8	42.0	34.3	36.0	36.3	30.0	35.2
WBGene00226878	149.4	132.7	143.0	119.9	128.0	147.8	113.3
WBGene00226879	70.3	62.8	57.5	66.8	64.8	61.2	70.3
WBGene00226880	89.7	109.4	100.4	103.4	81.7	105.9	93.8
WBGene00226881	15.8	26.3	17.7	16.5	7.8	13.9	19.7
WBGene00226882	6.8	8.1	7.3	5.8	3.0	4.4	4.7
WBGene00226883	0.8	4.4	1.7	1.6	0.3	1.1	0.0
WBGene00226884	173.5	152.8	141.7	122.9	135.6	165.4	99.3
WBGene00226885	259.0	193.0	206.5	252.0	266.4	197.4	207.1
WBGene00226886	14.8	21.3	32.6	15.7	21.4	18.6	26.6
WBGene00226887	11.5	20.0	17.6	16.5	8.7	9.7	18.4
WBGene00226888	23.7	21.6	20.4	24.8	30.6	30.5	35.0
WBGene00226889	62.2	56.7	62.6	52.3	69.6	62.7	52.6
WBGene00226890	68.5	80.7	65.0	73.9	60.0	51.3	69.1
WBGene00226891	91.6	60.9	49.0	50.2	43.3	62.5	63.9
WBGene00226892	38.1	39.9	24.6	29.9	26.2	16.4	25.7
WBGene00226893	55.1	42.5	39.4	34.6	19.3	30.7	37.7
WBGene00226895	81.1	110.3	83.6	94.9	64.0	109.7	91.5
WBGene00226896	0.6	1.5	4.2	0.0	3.6	4.1	2.1
WBGene00226897	28.6	26.5	19.2	13.5	20.1	34.6	14.2
WBGene00226899	37.2	52.5	27.8	43.2	40.5	51.5	40.7
WBGene00226900	55.0	43.9	42.2	48.9	36.9	28.4	34.4
WBGene00226901	3.9	4.2	6.9	4.2	5.0	4.3	0.0
WBGene00226902	76.0	77.9	61.3	72.5	51.7	63.2	63.5
WBGene00226903	4.9	4.4	3.0	1.2	1.6	2.1	1.4
WBGene00226904	5444.3	4733.3	4456.8	4065.4	4231.2	4136.5	4275.1
WBGene00226905	5.3	10.4	7.9	4.9	8.0	4.6	10.5
WBGene00226906	36.0	48.6	45.2	35.1	39.8	43.5	50.5
WBGene00226907	253.0	188.6	189.8	188.2	198.9	169.2	181.6
WBGene00226908	957.4	874.2	863.9	859.8	983.9	910.1	918.0
WBGene00226909	2.9	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226910	15.0	20.8	18.9	10.8	13.9	10.6	22.1
WBGene00226911	336.8	502.4	673.5	553.2	616.4	649.9	570.0
WBGene00226912	90.2	71.1	54.2	79.2	38.9	53.5	59.5
WBGene00226913	44.6	50.6	48.0	34.6	52.5	71.0	43.8
WBGene00226914	40.0	36.2	27.5	20.9	23.9	21.8	34.7
WBGene00226915	18.1	14.7	14.2	9.4	7.0	7.8	12.7
WBGene00226916	11.6	6.7	5.7	0.0	6.1	5.6	6.5
WBGene00226917	57.7	53.7	35.6	46.2	43.9	51.9	36.4
WBGene00226918	12.6	15.9	21.0	20.0	16.2	21.0	16.0
WBGene00226919	13.6	13.4	10.9	7.1	7.3	6.3	10.7
WBGene00226920	14.8	26.6	14.2	24.1	11.4	28.1	19.2
WBGene00226921	30.4	29.1	21.6	18.4	19.7	23.1	24.0
WBGene00226923	85.7	75.6	64.7	65.9	48.1	77.5	63.1
WBGene00226924	23.2	21.8	24.8	34.3	20.9	19.2	25.9
WBGene00226925	13.2	15.3	15.6	9.8	7.7	7.2	12.1
WBGene00226926	35.7	31.3	32.5	24.7	43.4	22.0	46.7
WBGene00226927	102.7	79.9	68.4	83.7	65.6	51.7	78.1
WBGene00226928	33.6	23.7	30.4	30.0	26.5	24.2	33.4
WBGene00226929	3.1	4.9	3.0	2.7	3.8	2.6	3.6
WBGene00226930	69.4	74.7	68.5	81.1	57.6	51.5	57.5
WBGene00226931	83.4	81.3	68.5	50.5	45.7	59.3	75.0
WBGene00226932	43.0	36.5	27.8	31.2	27.9	33.6	37.6
WBGene00226933	23.5	29.1	21.6	29.5	18.0	21.6	27.4
WBGene00226934	74.8	55.9	54.6	64.2	46.4	50.2	50.3
WBGene00226935	1028.5	832.6	941.0	843.9	1133.9	860.6	927.5
WBGene00226936	12.1	27.2	16.8	12.6	10.0	13.7	10.7
WBGene00226938	74.5	98.2	92.0	100.5	72.2	113.1	94.9
WBGene00226940	12.3	21.3	17.5	24.3	21.6	24.9	23.9
WBGene00226941	23.6	20.4	13.8	18.4	10.2	9.8	23.4
WBGene00226942	23.8	48.4	27.0	44.6	24.1	29.1	28.8
WBGene00226943	80.9	63.6	49.0	65.1	84.1	57.5	70.3
WBGene00226944	67.5	58.6	74.7	65.1	79.3	87.9	112.8
WBGene00226945	17.6	32.7	36.4	24.5	14.4	32.7	27.0
WBGene00226946	31.4	47.1	44.5	35.1	38.7	35.9	29.4
WBGene00226947	155.7	139.7	120.8	130.6	156.0	122.0	140.4
WBGene00226949	21.7	31.8	31.1	20.1	31.7	40.3	18.3
WBGene00226950	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226951	0.0	0.6	0.8	0.8	1.2	0.0	2.4
WBGene00226952	151.3	148.0	141.9	141.7	90.8	161.7	103.2
WBGene00226953	47.5	70.5	51.5	64.2	44.0	52.2	52.2
WBGene00226954	54.4	51.4	50.6	37.1	22.8	27.5	44.4
WBGene00226956	44.4	40.1	60.0	32.3	44.4	59.8	61.7
WBGene00226957	20.7	23.9	27.1	40.6	16.0	11.0	29.4
WBGene00226958	43.6	51.9	35.0	41.3	34.5	42.4	41.8
WBGene00226959	57.1	83.4	60.7	64.1	82.1	108.6	68.8
WBGene00226960	3.1	2.1	3.5	0.0	4.6	1.8	1.7
WBGene00226961	223.6	209.9	234.2	203.5	285.2	176.4	327.2
WBGene00226962	76.1	68.1	65.3	35.2	40.7	35.3	61.7
WBGene00226963	108.4	67.6	73.0	80.4	65.7	118.7	78.2
WBGene00226964	49.6	36.4	35.9	40.2	30.9	26.4	31.5
WBGene00226966	24.7	23.7	17.4	9.4	17.0	11.1	16.4
WBGene00226968	72.7	85.6	89.2	108.7	153.8	106.0	160.6
WBGene00226969	47.9	56.7	34.6	38.8	41.8	30.7	46.5
WBGene00226970	47.2	44.6	47.4	43.0	40.8	39.3	48.5
WBGene00226971	12.3	14.3	15.9	17.1	11.2	7.4	16.1
WBGene00226972	23.9	20.6	19.8	14.5	14.9	11.9	11.4
WBGene00226973	124.3	120.5	130.6	140.8	126.2	124.9	159.7
WBGene00226974	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00226975	3.8	20.0	6.6	10.6	3.7	12.8	7.5
WBGene00226976	38.8	48.4	36.8	59.5	30.4	33.8	39.4
WBGene00226977	0.0	0.0	0.0	0.0	1.0	0.0	0.0
WBGene00226978	19.8	28.6	19.4	11.5	17.2	9.6	19.9
WBGene00226979	7.2	15.4	11.6	11.4	28.0	9.2	16.6
WBGene00226980	30.9	39.2	35.4	37.9	38.0	40.5	37.8
WBGene00226981	27.0	32.5	36.8	29.4	34.7	30.5	42.6
WBGene00226982	7.7	14.3	7.8	8.1	6.8	9.1	7.4
WBGene00226983	37.9	37.8	32.0	39.5	33.1	24.8	47.5
WBGene00226984	48.6	34.5	36.0	38.9	27.7	14.7	29.4
WBGene00226985	356.8	349.2	385.4	305.1	371.3	396.6	403.8
WBGene00226986	78.8	61.5	64.2	48.4	55.7	43.0	66.7
WBGene00226987	18.1	14.4	10.1	11.4	13.8	9.1	13.3
WBGene00226988	75.5	93.5	84.0	58.8	42.0	89.1	42.0
WBGene00226989	30.4	27.6	6.3	31.9	15.0	11.0	10.3
WBGene00226990	81.1	52.3	39.2	28.2	28.3	32.0	53.3
WBGene00226991	281.9	363.2	406.3	365.8	652.0	414.8	551.3
WBGene00226994	28.1	39.3	35.1	27.5	23.4	18.9	39.4
WBGene00226995	147.7	143.7	118.1	128.2	92.3	114.0	112.3
WBGene00226996	25.7	28.5	23.8	21.4	20.2	17.8	16.2
WBGene00226997	94.7	90.0	65.2	96.6	52.6	79.9	46.5
WBGene00226998	52.4	57.1	57.3	49.5	47.1	45.8	66.1
WBGene00226999	23.9	31.1	24.7	16.4	25.8	28.0	23.3
WBGene00227000	116.6	109.5	103.0	65.5	72.9	59.9	74.5
WBGene00227001	40.0	44.2	32.8	28.9	23.9	29.1	41.4
WBGene00227002	126.4	166.6	128.9	137.2	141.3	162.5	134.0
WBGene00227003	50.7	46.5	41.0	30.9	34.7	27.2	40.3
WBGene00227005	14.2	17.9	10.5	12.8	9.9	7.9	12.0
WBGene00227006	53.0	71.0	72.2	80.8	82.8	84.9	74.1
WBGene00227007	111.0	86.8	67.6	99.7	66.8	78.0	59.4
WBGene00227008	48.0	29.2	38.8	32.0	19.6	22.6	27.6
WBGene00227009	114.4	102.8	104.3	102.9	118.2	121.7	92.2
WBGene00227010	30.6	39.5	40.6	27.4	15.7	36.5	41.4
WBGene00227011	35.1	35.9	30.8	21.6	15.4	16.3	34.6
WBGene00227012	4.0	4.5	4.0	1.9	2.1	1.9	2.0
WBGene00227013	28.6	21.3	18.8	24.6	16.6	28.1	18.5
WBGene00227014	69.9	96.2	82.5	44.5	67.0	102.2	74.6
WBGene00227015	27.0	23.9	17.6	7.1	17.4	14.7	10.8
WBGene00227016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00227017	2.5	1.4	1.2	1.3	0.0	2.4	1.2
WBGene00227018	14.5	22.6	17.2	20.9	8.9	18.6	18.4
WBGene00227019	59.9	65.4	56.5	65.6	43.7	38.9	59.5
WBGene00227020	57.9	52.7	38.3	47.8	47.5	36.7	59.0
WBGene00227021	129.1	128.2	127.7	104.0	106.8	103.9	121.4
WBGene00227022	12.5	13.8	14.1	7.6	8.2	6.8	6.7
WBGene00227023	14.5	22.5	10.8	20.3	17.1	23.4	18.6
WBGene00227024	0.0	0.7	0.0	0.0	1.6	2.7	0.0
WBGene00227025	22.9	101.5	73.4	77.8	74.9	127.9	68.1
WBGene00227026	38.9	37.1	37.1	23.0	35.3	43.8	67.1
WBGene00227027	54.2	68.9	45.1	55.5	47.6	51.6	50.8
WBGene00227028	43.8	42.5	36.0	33.9	31.6	27.3	32.5
WBGene00227029	80.5	86.2	81.3	102.7	80.8	77.0	79.2
WBGene00227030	63.1	110.7	105.5	94.8	104.8	101.1	94.8
WBGene00227031	109.7	135.2	88.9	63.5	98.5	133.0	85.4
WBGene00227032	21.8	16.1	18.7	13.6	11.8	12.8	17.9
WBGene00227033	52.9	70.0	64.5	58.1	71.2	70.8	47.4
